Season,Week,Player,Team,Position,Injuries,Game Status
2011,16,Ahmad Bradshaw,NYG,RB,Foot,Probable
2011,16,Rock Cartwright,OAK,RB,Calf,Probable
2011,17,LaRod Stephens-Howling,ARI,RB,Hamstring,Questionable
2011,17,Owen Marecic,CLE,RB,Ankle,Probable
2011,17,Kevin Smith,DET,RB,Ankle,Probable
2011,17,Arian Foster,HOU,RB,Knee,Probable
2012,1,Chris Ogbonnaya,CLE,RB,Ankle,Questionable
2012,1,Baron Batch,PIT,RB,Groin,Questionable
2012,1,Ryan Mathews,SDG,RB,Shoulder,Out
2012,3,John Conner,NYJ,RB,Knee,Doubtful
2012,3,Rashard Mendenhall,PIT,RB,Knee,Out
2012,3,Jonathan Dwyer,PIT,RB,Toe,Probable
2012,4,Matt Forte,CHI,RB,Ankle,Questionable
2012,4,Shane Vereen,NWE,RB,Foot,Questionable
2012,4,Brandon Jacobs,SFO,RB,Knee,Questionable
2012,6,Donald Brown,IND,RB,Knee,Out
2012,6,Adrian Peterson,MIN,RB,Ankle,Probable
2012,8,James Starks,GNB,RB,Illness,Probable
2012,8,Ahmad Bradshaw,NYG,RB,Foot,Questionable
2012,9,DeMarco Murray,DAL,RB,Foot,Out
2012,9,Jonathan Dwyer,PIT,RB,Quadricep,Doubtful
2012,10,Jamaal Charles,KAN,RB,Neck,Probable
2012,10,Frank Gore,SFO,RB,Hand,Probable
2012,11,C.J. Spiller,BUF,RB,Shoulder,Probable
2012,11,Mike Goodson,OAK,RB,Ankle,Out
2012,12,Alfonso Smith,ARI,RB,Illness,Probable
2012,12,Ronnie Hillman,DEN,RB,Hamstring,Probable
2012,12,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,12,Ahmad Bradshaw,NYG,RB,Foot,Probable
2012,13,Felix Jones,DAL,RB,Knee,Questionable
2012,13,Frank Gore,SFO,RB,"Wrist, Ribs",Probable
2012,14,Lex Hilliard,NYJ,RB,Finger,Probable
2012,14,Mike Goodson,OAK,RB,Ankle,Probable
2012,14,Taiwan Jones,OAK,RB,Ankle,Probable
2012,14,Marcel Reece,OAK,RB,"Hamstring, Quadricep",Probable
2012,14,Danny Ware,TAM,RB,Illness,Probable
2012,15,Delone Carter,IND,RB,Ankle,Out
2012,15,Ahmad Bradshaw,NYG,RB,"Knee, Foot",Out
2012,16,Ben Tate,HOU,RB,"Hamstring, Foot",Probable
2012,16,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,16,Greg Jones,JAX,RB,Thigh,Probable
2012,16,Adrian Peterson,MIN,RB,"Abdomen, Groin",Probable
2012,17,Jamaal Charles,KAN,RB,Illness,Probable
2012,17,Ahmad Bradshaw,NYG,RB,"Knee, Foot",Probable
2013,1,Travaris Cadet,NOR,RB,Foot,Probable
2013,2,Reggie Bush,DET,RB,"Groin, Knee",Probable
2013,2,Jordan Todman,JAX,RB,Shoulder,Probable
2013,2,Stevan Ridley,NWE,RB,Shoulder,Probable
2013,2,Shonn Greene,TEN,RB,Knee,Questionable
2013,3,Ray Rice,BAL,RB,Hip,Doubtful
2013,3,Eddie Lacy,GNB,RB,Concussion,Questionable
2013,4,Shaun Draughn,BAL,RB,Ankle,Questionable
2013,4,BenJarvus Green-Ellis,CIN,RB,Ankle,Probable
2013,4,Anthony Sherman,KAN,RB,Knee,Probable
2013,4,Daryl Richardson,STL,RB,Foot,Probable
2013,5,Steven Jackson,ATL,RB,Hamstring,Out
2013,6,Chris Ogbonnaya,CLE,RB,Concussion,Probable
2013,6,Theo Riddick,DET,RB,Concussion,Out
2013,6,Anthony Sherman,KAN,RB,Knee,Probable
2013,8,Chris Polk,PHI,RB,Shoulder,Probable
2013,9,C.J. Spiller,BUF,RB,Ankle,Probable
2013,9,Jamaal Charles,KAN,RB,Knee,Probable
2013,9,Alex Green,NYJ,RB,Hamstring,Questionable
2013,13,Johnathan Franklin,GNB,RB,"Concussion, Neck",Out
2013,13,Ben Tate,HOU,RB,Ribs,Probable
2013,13,Anthony Sherman,KAN,RB,Knee,Probable
2013,16,Antone Smith,ATL,RB,Knee,Questionable
2013,16,Ryan Mathews,SDG,RB,Foot,Probable
2014,1,Mike James,TAM,RB,Shoulder,Probable
2014,2,Chris Polk,PHI,RB,Hamstring,Probable
2014,2,Doug Martin,TAM,RB,Knee,Questionable
2014,3,Arian Foster,HOU,RB,Hamstring,Questionable
2014,3,Carlos Hyde,SFO,RB,Calf,Probable
2014,4,Knowshon Moreno,MIA,RB,Elbow,Out
2014,6,Darrin Reaves,CAR,RB,Hip,Probable
2014,6,Reggie Bush,DET,RB,Ankle,Questionable
2014,6,Matt Asiata,MIN,RB,Groin,Probable
2014,6,Chris Polk,PHI,RB,Hamstring,Out
2014,6,Marshawn Lynch,SEA,RB,Not Injury Related,Probable
2014,7,Cyrus Gray,KAN,RB,Hand,Questionable
2014,7,Mark Ingram,NOR,RB,Hand,Probable
2014,7,Rashad Jennings,NYG,RB,Knee,Out
2014,8,Fred Jackson,BUF,RB,Groin,Out
2014,8,Chris Johnson,NYJ,RB,Ankle,Probable
2014,8,Derrick Coleman,SEA,RB,Foot,Out
2014,9,Jamaal Charles,KAN,RB,Back,Probable
2014,12,Lamar Miller,MIA,RB,"Shoulder, Knee",Questionable
2014,13,Charles Sims,TAM,RB,Ankle,Probable
2014,14,Ronnie Hillman,DEN,RB,Foot,Out
2014,14,Jamaal Charles,KAN,RB,Knee,Probable
2014,15,Jamaal Charles,KAN,RB,"Knee, Ankle",Probable
2014,16,Marshawn Lynch,SEA,RB,Back,Probable
2014,17,Carlos Hyde,SFO,RB,Ankle,Out
2014,17,Darrel Young,WAS,RB,Ankle,Probable
2015,1,Zach Line,MIN,RB,Knee,Probable
2015,3,Robert Turbin,CLE,RB,Ankle,Out
2015,4,Marshawn Lynch,SEA,RB,Hamstring,Questionable
2015,5,Shaun Draughn,CLE,RB,Back,Doubtful
2015,7,Alfred Blue,HOU,RB,Toe,Probable
2015,7,Jonathan Grimes,HOU,RB,Hamstring,Probable
2015,7,Dion Lewis,NWE,RB,Abdomen,Questionable
2015,10,Chris Polk,HOU,RB,Knee,Probable
2015,10,Chris Ivory,NYJ,RB,Hamstring,Probable
2015,11,Toby Gerhart,JAX,RB,Groin,Probable
2015,12,Taiwan Jones,OAK,RB,Knee,Questionable
2015,13,Devonta Freeman,ATL,RB,Concussion,Probable
2015,13,Karlos Williams,BUF,RB,Shoulder,Out
2015,14,Kendall Gaskins,SFO,RB,Hamstring,Probable
2015,17,Alfred Blue,HOU,RB,Calf,Probable
2015,17,Chris Ivory,NYJ,RB,Knee,Probable
2016,3,Ka'Deem Carey,CHI,RB,Hamstring,Doubtful
2016,3,Chris Ivory,JAX,RB,Not Injury Related,Questionable
2016,5,Lance Dunbar,DAL,RB,Knee,Questionable
2016,5,LeGarrette Blount,NWE,RB,Hip,Questionable
2016,6,Jonathan Stewart,CAR,RB,Hamstring,Questionable
2016,8,Mike Gillislee,BUF,RB,Foot,Questionable
2016,12,LeSean McCoy,BUF,RB,Thumb,Questionable
2016,12,Daniel Lasco,NOR,RB,Hamstring,Out
2016,12,Ryan Mathews,PHI,RB,Knee,Out
2016,16,Khiry Robinson,NYJ,RB,Lower Leg,Questionable
2016,17,Jay Prosch,HOU,RB,"Ankle, Knee",Out
2017,1,Thomas Rawls,SEA,RB,Ankle,Questionable
2017,2,Alfred Blue,HOU,RB,Ankle,Out
2017,4,Jay Ajayi,MIA,RB,Knee,Questionable
2017,5,Paul Perkins,NYG,RB,Ribs,Out
2017,6,Branden Oliver,LAC,RB,Hamstring,Questionable
2017,6,DeAndre Washington,OAK,RB,Hamstring,Questionable
2017,8,Alex Armah,CAR,RB,Hamstring,Questionable
2017,9,Rob Kelley,WAS,RB,Ankle,Questionable
2017,12,Devonta Freeman,ATL,RB,Concussion,Out
2017,13,Malcolm Brown,LAR,RB,Knee,Questionable
2017,17,Rex Burkhead,NWE,RB,Knee,Out
2018,3,T.J. Yeldon,JAX,RB,Ankle,Questionable
2018,4,Leonard Fournette,JAX,RB,Hamstring,Questionable
2018,4,Chris Carson,SEA,RB,Hip,Questionable
2018,6,Chase Edmonds,ARI,RB,Back,Questionable
2018,6,Dalvin Cook,MIN,RB,Hamstring,Questionable
2018,7,Taiwan Jones,BUF,RB,Neck,Out
2018,7,Giovani Bernard,CIN,RB,"Knee, Toe",Out
2018,8,Theo Riddick,DET,RB,Knee,Out
2018,9,Melvin Gordon,LAC,RB,Hamstring,Questionable
2018,11,Darren Sproles,PHI,RB,Hamstring,Out
2018,11,David Fluellen,TEN,RB,Knee,Out
2018,11,Samaje Perine,WAS,RB,"Knee, Calf",Out
2018,12,Darren Sproles,PHI,RB,Hamstring,Out
2018,12,Chris Thompson,WAS,RB,Rib,Out
2018,13,Kerryon Johnson,DET,RB,Knee,Out
2018,16,Chris Ivory,BUF,RB,Shoulder,Questionable
2018,17,James Conner,PIT,RB,Ankle,Questionable
2019,2,Brandon Bolden,NWE,RB,Hamstring,Out
2019,3,Andy Janovich,DEN,RB,Pectoral,Out
2019,4,Justin Jackson,LAC,RB,Calf,Out
2019,7,Trenton Cannon,NYJ,RB,"Foot, Ankle",Doubtful
2019,8,Alvin Kamara,NOR,RB,"Ankle, Knee",Questionable
2019,8,Darren Sproles,PHI,RB,Quadricep,Out
2019,9,Kyle Juszczyk,SFO,RB,Knee,Out
2019,9,Matt Breida,SFO,RB,Ankle,Questionable
2019,12,Marlon Mack,IND,RB,Hand,Out
2019,15,Bo Scarbrough,DET,RB,Ribs,Questionable
2019,15,Damien Williams,KAN,RB,"Rib, Illness",Questionable
2019,15,Josh Jacobs,OAK,RB,Shoulder,Questionable
2019,16,Dontrell Hilliard,CLE,RB,Neck,Questionable
2019,17,Darrell Henderson,LAR,RB,Ankle,Out
2020,3,Zack Moss,BUF,RB,Toe,Out
2020,3,Phillip Lindsay,DEN,RB,Foot,Doubtful
2020,4,Tyler Ervin,GNB,RB,Wrist,Questionable
2020,4,Cam Akers,LAR,RB,Ribs,Out
2020,10,Taiwan Jones,BUF,RB,Hamstring,Out
2020,11,Tyler Ervin,GNB,RB,"Wrist, Ribs",Out
2020,11,Jaylen Samuels,PIT,RB,Quadricep,Out
2020,12,Christian McCaffrey,CAR,RB,Shoulder,Questionable
2020,12,Kalen Ballage,LAC,RB,"Ankle, Calf",Questionable
2020,12,Tevin Coleman,SFO,RB,Knee,Out
2020,13,Cullen Gillaspia,HOU,RB,Back,Out
2020,14,Christian McCaffrey,CAR,RB,"Shoulder, Thigh",Doubtful
2020,14,Jakob Johnson,NWE,RB,Knee,Questionable
2020,15,Phillip Lindsay,DEN,RB,Hip,Questionable
2020,16,Antonio Gibson,WAS,RB,Toe,Questionable
2020,17,Mike Davis,CAR,RB,Ankle,Doubtful
2020,17,Miles Sanders,PHI,RB,Knee,Out
2020,17,Carlos Hyde,SEA,RB,Illness,Questionable
2020,17,Khari Blasingame,TEN,RB,Ankle,Questionable
2021,1,Saquon Barkley,NYG,RB,Knee,Questionable
2021,4,James White,NWE,RB,Hip,Out
2021,5,Chris Carson,SEA,RB,Neck,Questionable
2021,6,Saquon Barkley,NYG,RB,Ankle,Out
2021,9,Tory Carter,TEN,FB,Shoulder,Questionable
2021,10,Tevin Coleman,NYJ,RB,Hamstring,Questionable
2021,10,Jamycal Hasty,SFO,RB,Ankle,Out
2021,11,Jermar Jefferson,DET,RB,"Knee, Ankle",Out
2021,11,Justin Jackson,LAC,RB,Quadricep,Questionable
2021,11,Alvin Kamara,NOR,RB,Knee,Out
2021,12,Mark Ingram,NOR,RB,Knee,Questionable
2021,13,Damien Williams,CHI,RB,Calf,Out
2021,13,James Robinson,JAX,RB,"Heel, Knee",Questionable
2021,14,Chris Evans,CIN,RB,Ankle,Out
2021,18,Jason Cabinda,DET,FB,Knee,Out
2022,2,Damien Williams,ATL,RB,Rib,Out
2022,5,Tony Pollard,DAL,RB,Illness,Questionable
2022,6,Cam Akers,LAR,RB,Not injury related - personal matter,Out
2022,6,Jonathan Williams,WAS,RB,Knee,Out
2022,7,Patrick Ricard,BAL,FB,Knee,Questionable
2022,7,D'Andre Swift,DET,RB,"Ankle, Shoulder",Questionable
2022,9,Pierre Strong,NWE,RB,Hamstring,Questionable
2022,10,J.D. McKissic,WAS,RB,Neck,Out
2022,14,Kenneth Walker,SEA,RB,Ankle,Questionable
2022,15,Jason Cabinda,DET,FB,Ankle,Questionable
2022,17,Dwayne Washington,NOR,RB,Illness,Out
2023,1,Breece Hall,NYJ,RB,Knee,Questionable
2023,3,Justice Hill,BAL,RB,Foot,Out
2023,3,Aaron Jones,GNB,RB,Hamstring,Questionable
2023,6,Jeffery Wilson,MIA,RB,"Ribs, Finger",Doubtful
2023,7,David Montgomery,DET,RB,Ribs,Out
2023,7,Alec Ingold,MIA,FB,Foot,Questionable
2023,9,Clyde Edwards-Helaire,KAN,RB,Illness,Out
2023,9,Jakob Johnson,LVR,FB,Concussion,Out
2023,10,Keaton Mitchell,BAL,RB,Hamstring,Questionable
2023,12,Rachaad White,TAM,RB,Knee,Questionable
2023,14,Aaron Jones,GNB,RB,Knee,Questionable
2023,15,Kendre Miller,NOR,RB,Ankle,Out
2023,15,Jamaal Williams,NOR,RB,Groin,Questionable
2023,16,Zack Moss,IND,RB,Forearm,Questionable
2024,3,Travis Homer,CHI,RB,Finger,Out
2024,4,Bucky Irving,TAM,RB,Hamstring,Questionable
2024,5,Devin Singletary,NYG,RB,Groin,Doubtful
2024,6,James Cook,BUF,RB,Toe,Questionable
2024,8,Jerome Ford,CLE,RB,Hamstring,Out
2024,9,Jonathon Brooks,CAR,RB,Knee,Questionable
2024,12,Isiah Pacheco,KAN,RB,Ankle,Out
2024,16,Jaleel McLaughlin,DEN,RB,Quadricep,Out
2024,18,Travis Homer,CHI,RB,Hamstring,Questionable
2024,18,Chase Brown,CIN,RB,Ankle,Questionable
2024,18,Kyren Williams,LAR,RB,Coach's Decision,Doubtful
2004,15,Nick Goings,CAR,RB,Ankle,Probable
2004,16,Tyrone Wheatley,OAK,RB,"Hamstring, Foot",Out
2005,15,Kevin Faulk,NWE,RB,Foot,Questionable
2005,16,Jarrett Payton,TEN,RB,Back,Questionable
2006,13,Jamal Lewis,BAL,RB,Foot,Questionable
2007,16,Travis Minor,STL,RB,Ankle,Out
2008,16,Jerome Harrison,CLE,RB,Ribs,Questionable
2008,11,Sammy Morris,NWE,RB,Knee,Questionable
2008,13,Reggie Bush,NOR,RB,Knee,Questionable
2008,1,Lorenzo Booker,PHI,RB,Hip,Probable
2008,14,Willie Parker,PIT,RB,"Knee, Shoulder",Probable
2010,5,Jerome Harrison,PHI,RB,Thigh,Probable
2012,6,John Conner,CIN,RB,Hamstring,Doubtful
2008,10,Willis McGahee,BAL,RB,Ankle,Probable
2008,13,Lawrence Vickers,CLE,RB,Ankle,Questionable
2008,15,Kevin Smith,DET,RB,Ankle,Questionable
2008,13,Mike Karney,NOR,RB,Knee,Out
2008,15,Mike Tolbert,SDG,RB,Shoulder,Doubtful
2008,13,Steven Jackson,STL,RB,Thigh,Questionable
2009,14,Adrian Peterson,CHI,RB,"Foot, Ankle",Probable
2008,13,Jerome Harrison,CLE,RB,Hamstring,Probable
2008,12,Kenny Watson,CIN,RB,Shoulder,Probable
2009,12,Adrian Peterson,CHI,RB,"Ankle, Illness",Questionable
2011,1,Tashard Choice,BUF,RB,Knee,Probable
2008,11,Selvin Young,DEN,RB,Groin,Doubtful
2008,10,Brian Westbrook,PHI,RB,Knee,Probable
2014,17,LeGarrette Blount,PIT,RB,Shoulder,Questionable
2015,16,Shaun Draughn,CLE,RB,Knee,Out
2020,17,Ronald Jones,TAM,RB,,Questionable
2020,13,Jonathan Williams,WAS,RB,Hip,Questionable
2014,6,Ben Tate,PIT,RB,Finger,Probable
2015,5,Robert Turbin,DAL,RB,Ankle,Questionable
2021,14,Austin Ekeler,LAC,RB,,Questionable
2015,4,Robert Turbin,DAL,RB,Ankle,Out
2015,3,Robert Turbin,DAL,RB,Ankle,Out
2013,6,Leon Washington,TEN,RB,Ankle,Out
2024,10,Miles Sanders,CAR,RB,"Foot, Ankle",Out
2024,2,Joe Mixon,HOU,RB,Ankle,Questionable
2024,7,Kenneth Walker III,SEA,RB,Illness,Questionable
2002,1,Tiki Barber,NYG,RB,Hamstring,Questionable
2009,2,Jamal Lewis,CLE,RB,Neck,Probable
2009,5,Marion Barber,DAL,RB,Thigh,Probable
2009,6,Jamal Lewis,CLE,RB,Hamstring,Probable
2009,6,Correll Buckhalter,DEN,RB,Ankle,Probable
2009,8,Javon Ringer,TEN,RB,Back,Doubtful
2009,10,Darren McFadden,OAK,RB,Knee,Probable
2009,11,Lawrence Vickers,CLE,RB,Shoulder,Questionable
2009,11,Correll Buckhalter,DEN,RB,Knee,Probable
2009,11,Reggie Bush,NOR,RB,Knee,Questionable
2009,11,Brian Westbrook,PHI,RB,Concussion,Out
2009,11,Julius Jones,SEA,RB,Chest,Out
2009,11,Michael Robinson,SFO,RB,Not Injury Related,Probable
2009,13,Maurice Jones-Drew,JAX,RB,Knee,Probable
2009,15,Tim Hightower,ARI,RB,Thumb,Probable
2009,15,Chad Simpson,IND,RB,Back,Probable
2009,15,Mike Bell,NOR,RB,"Wrist, Knee",Probable
2009,16,Julius Jones,SEA,RB,Rib,Questionable
2009,16,Glen Coffee,SFO,RB,Hamstring,Doubtful
2009,17,Chris Wells,ARI,RB,Groin,Questionable
2010,3,Laurence Maroney,DEN,RB,Thigh,Probable
2010,4,Chris Wells,ARI,RB,Knee,Probable
2010,5,Madison Hedgecock,NYG,RB,Hamstring,Out
2010,6,Peyton Hillis,CLE,RB,Thigh,Questionable
2010,6,Brock Bolen,JAX,RB,Groin,Out
2010,6,Rashad Jennings,JAX,RB,Shoulder,Probable
2010,7,Brock Bolen,JAX,RB,Groin,Questionable
2010,7,Madison Hedgecock,NYG,RB,Hamstring,Out
2010,7,Chris Johnson,TEN,RB,Thigh,Probable
2010,9,DeAngelo Williams,CAR,RB,Foot,Doubtful
2010,11,Brit Miller,STL,RB,Head,Probable
2010,12,Antone Smith,ATL,RB,Hamstring,Doubtful
2010,13,C.J. Spiller,BUF,RB,Hamstring,Probable
2010,14,Antone Smith,ATL,RB,Hamstring,Probable
2010,14,Marion Barber,DAL,RB,Calf,Out
2010,14,Isaac Redman,PIT,RB,Ankle,Probable
2010,14,Darren Sproles,SDG,RB,Concussion,Questionable
2010,15,Chris Ivory,NOR,RB,Hamstring,Questionable
2010,16,Tony Fiammetta,CAR,RB,Ankle,Out
2010,17,Knowshon Moreno,DEN,RB,Ribs,Questionable
2010,17,Mewelde Moore,PIT,RB,Knee,Out
2011,3,Reggie Bush,MIA,RB,Groin,Probable
2011,4,Kahlil Bell,CHI,RB,Back,Probable
2011,4,Marcel Reece,OAK,RB,Ankle,Questionable
2011,5,Ben Tate,HOU,RB,Groin,Questionable
2011,6,BenJarvus Green-Ellis,NWE,RB,Toe,Questionable
2011,9,Montario Hardesty,CLE,RB,Calf,Out
2011,9,Felix Jones,DAL,RB,Ankle,Out
2011,10,James Casey,HOU,RB,Pectoral,Probable
2011,10,Joseph Addai,IND,RB,Hamstring,Questionable
2011,11,Jahvid Best,DET,RB,Concussion,Out
2011,11,LaDainian Tomlinson,NYJ,RB,Knee,Out
2011,12,Darren McFadden,OAK,RB,Foot,Out
2011,12,Frank Gore,SFO,RB,Knee,Probable
2011,13,Darrel Young,WAS,RB,Head,Questionable
2011,14,Chris Wells,ARI,RB,"Knee, Hamstring",Probable
2011,14,Kevin Smith,DET,RB,Ankle,Questionable
2011,14,Mark Ingram,NOR,RB,Toe,Out
2011,17,Ahmad Bradshaw,NYG,RB,Foot,Probable
2012,1,Bernard Scott,CIN,RB,Hand,Doubtful
2012,1,Marshawn Lynch,SEA,RB,Back,Questionable
2012,3,James Starks,GNB,RB,Toe,Questionable
2012,4,Jonathan Stewart,CAR,RB,Toe,Probable
2012,4,LeSean McCoy,PHI,RB,Rib,Probable
2012,5,John Conner,NYJ,RB,Hamstring,Doubtful
2012,6,Anthony Sherman,ARI,RB,Knee,Doubtful
2012,8,Chris Johnson,TEN,RB,Ankle,Probable
2012,9,John Kuhn,GNB,RB,Hamstring,Out
2012,9,Marshawn Lynch,SEA,RB,Back,Probable
2012,10,BenJarvus Green-Ellis,CIN,RB,Illness,Probable
2012,10,Greg Jones,JAX,RB,Hip,Out
2012,10,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,10,Bilal Powell,NYJ,RB,Shoulder,Questionable
2012,11,Johnny White,GNB,RB,Illness,Probable
2012,12,Taiwan Jones,OAK,RB,Ankle,Questionable
2012,12,Isaac Redman,PIT,RB,Concussion,Probable
2012,13,Johnny White,GNB,RB,Concussion,Out
2012,13,LeSean McCoy,PHI,RB,Concussion,Out
2012,13,Stanley Havili,PHI,RB,Ankle,Probable
2012,15,LeSean McCoy,PHI,RB,Concussion,Out
2012,15,Steven Jackson,STL,RB,Foot,Probable
2012,15,Alfred Morris,WAS,RB,Illness,Probable
2012,16,Trent Richardson,CLE,RB,Chest/Rib/Finger,Probable
2012,17,DeMarco Murray,DAL,RB,Foot,Probable
2012,17,Knowshon Moreno,DEN,RB,Ribs,Probable
2012,17,Alex Green,GNB,RB,Concussion,Probable
2012,17,Stanley Havili,PHI,RB,Hamstring,Probable
2013,1,Mike Tolbert,CAR,RB,Hamstring,Probable
2013,1,Erik Lorig,TAM,RB,Calf,Questionable
2013,2,Vick Ballard,IND,RB,Knee,Out
2013,4,Arian Foster,HOU,RB,Thumb,Probable
2013,4,Ben Tate,HOU,RB,Shoulder,Probable
2013,4,Frank Gore,SFO,RB,Knee,Probable
2013,5,Shaun Draughn,BAL,RB,Ankle,Questionable
2013,5,Mike Goodson,NYJ,RB,Hamstring,Probable
2013,6,Arian Foster,HOU,RB,"Thumb, Chest",Probable
2013,6,Stevan Ridley,NWE,RB,Knee,Questionable
2013,6,Jackie Battle,TEN,RB,Neck,Probable
2013,7,Steven Jackson,ATL,RB,Hamstring,Out
2013,7,Anthony Sherman,KAN,RB,Knee,Probable
2013,8,C.J. Spiller,BUF,RB,Ankle,Doubtful
2013,8,Willis McGahee,CLE,RB,Knee,Probable
2013,8,Brandon Bolden,NWE,RB,Knee,Questionable
2013,9,Anthony Sherman,KAN,RB,"Knee, Calf",Probable
2013,9,Marshawn Lynch,SEA,RB,Knee,Probable
2013,9,Zac Stacy,STL,RB,Foot,Questionable
2013,10,DeMarco Murray,DAL,RB,Knee,Probable
2013,10,Trent Richardson,IND,RB,Ankle,Questionable
2013,10,Darren McFadden,OAK,RB,Hamstring,Out
2013,11,Mike Tolbert,CAR,RB,Not Injury Related,Probable
2013,11,Leon Washington,NWE,RB,Ankle,Questionable
2013,11,Derrick Coleman,SEA,RB,Hamstring,Probable
2013,12,Ben Tate,HOU,RB,Ribs/Ankle/Toe,Probable
2013,13,Darrel Young,WAS,RB,Hamstring,Questionable
2013,14,Chris Ivory,NYJ,RB,Ankle,Probable
2013,14,Darren McFadden,OAK,RB,Ankle,Out
2013,15,Ben Tate,HOU,RB,Ribs,Probable
2013,16,Le'Ron McClain,SDG,RB,Hamstring,Questionable
2013,17,Maurice Jones-Drew,JAX,RB,Hamstring,Probable
2013,17,Matt Asiata,MIN,RB,Ankle,Probable
2013,17,Chris Ivory,NYJ,RB,"Quadricep, Ankle",Probable
2013,17,Ryan Mathews,SDG,RB,Ankle,Probable
2013,17,Darrel Young,WAS,RB,Hamstring,Probable
2014,1,Erik Lorig,NOR,RB,Ankle,Out
2014,1,Christine Michael,SEA,RB,Hamstring,Out
2014,2,Andre Ellington,ARI,RB,Foot,Questionable
2014,3,Ryan Mathews,SDG,RB,Knee,Out
2014,4,Toby Gerhart,JAX,RB,Ankle,Probable
2014,4,Jamaal Charles,KAN,RB,Ankle,Probable
2014,4,Maurice Jones-Drew,OAK,RB,Hand,Probable
2014,4,Alfred Morris,WAS,RB,Knee,Probable
2014,5,Bernard Pierce,BAL,RB,Thigh,Probable
2014,6,Juwan Thompson,DEN,RB,Knee,Probable
2014,6,Alfred Blue,HOU,RB,Knee,Probable
2014,6,Marcel Reece,OAK,RB,Quadricep,Questionable
2014,7,DeAngelo Williams,CAR,RB,Ankle,Doubtful
2014,8,Andre Ellington,ARI,RB,Foot,Probable
2014,8,Trent Richardson,IND,RB,Hamstring,Questionable
2014,9,Marcel Reece,OAK,RB,Quadricep,Probable
2014,10,Khiry Robinson,NOR,RB,Forearm,Out
2014,11,Reggie Bush,DET,RB,Ankle,Questionable
2014,12,Fred Jackson,BUF,RB,Groin,Questionable
2014,13,Andre Ellington,ARI,RB,"Hip, Foot",Probable
2014,13,Chris Johnson,NYJ,RB,Knee,Probable
2014,14,DeAngelo Williams,CAR,RB,Hand,Out
2014,15,DeAngelo Williams,CAR,RB,Hand,Doubtful
2014,15,Arian Foster,HOU,RB,Groin,Probable
2014,16,Ronnie Hillman,DEN,RB,Foot,Questionable
2014,17,Ronnie Hillman,DEN,RB,Foot,Probable
2014,17,Juwan Thompson,DEN,RB,"Hip, Knee",Probable
2014,17,Daniel Thomas,MIA,RB,Knee,Probable
2014,17,Shane Vereen,NWE,RB,Ankle,Questionable
2015,4,Mike Tolbert,CAR,RB,Groin,Probable
2015,5,Robert Turbin,CLE,RB,Ankle,Questionable
2015,5,Chris Polk,HOU,RB,Knee,Questionable
2015,7,Matt Asiata,MIN,RB,Rib,Probable
2015,7,Brandon Bolden,NWE,RB,Hamstring,Questionable
2015,8,Isaiah Crowell,CLE,RB,Ribs,Probable
2015,8,Marshawn Lynch,SEA,RB,Hamstring,Probable
2015,9,Mike Davis,SFO,RB,Hand,Out
2015,10,Ryan Mathews,PHI,RB,Groin,Probable
2015,10,Todd Gurley,STL,RB,Not Injury Related,Probable
2015,11,Darren McFadden,DAL,RB,Groin,Questionable
2015,11,Ronnie Hillman,DEN,RB,Quadricep,Probable
2015,11,Adrian Peterson,MIN,RB,Hamstring,Probable
2015,12,Chris Johnson,ARI,RB,Knee,Probable
2015,13,Mark Ingram,NOR,RB,Shoulder,Probable
2015,14,Kenjon Barner,PHI,RB,Ankle,Probable
2015,15,Andre Ellington,ARI,RB,Toe,Questionable
2015,17,Bilal Powell,NYJ,RB,Ankle,Questionable
2016,6,Jonathan Grimes,HOU,RB,Ankle,Out
2016,6,Corey Grant,JAX,RB,Toe,Questionable
2016,8,Matt Jones,WAS,RB,Knee,Out
2016,9,Lance Dunbar,DAL,RB,Knee,Questionable
2016,11,Lorenzo Taliaferro,BAL,RB,Thigh,Doubtful
2016,12,Travaris Cadet,NOR,RB,Toe,Questionable
2016,12,C.J. Prosise,SEA,RB,Shoulder,Out
2016,13,Tyler Ervin,HOU,RB,Ribs,Out
2016,14,Will Tukuafu,SEA,RB,Concussion,Out
2016,15,Theo Riddick,DET,RB,Wrist,Doubtful
2016,15,Khiry Robinson,NYJ,RB,Lower Leg,Doubtful
2016,16,Denard Robinson,JAX,RB,Ankle,Out
2016,17,Theo Riddick,DET,RB,Wrist,Out
2016,17,Lamar Miller,HOU,RB,Ankle,Out
2016,17,Adrian Peterson,MIN,RB,"Knee, Groin",Out
2016,17,Jalen Richard,OAK,RB,Shoulder,Questionable
2017,2,Devontae Booker,DEN,RB,Wrist,Out
2017,3,Alfred Blue,HOU,RB,Ankle,Questionable
2017,5,Matt Forte,NYJ,RB,"Knee, Toe",Out
2017,5,DeAndre Washington,OAK,RB,Hamstring,Questionable
2017,5,Wendell Smallwood,PHI,RB,Knee,Questionable
2017,8,Benny Cunningham,CHI,RB,Hamstring,Questionable
2017,9,Andre Ellington,ARI,RB,Quadricep,Questionable
2017,10,Malcolm Brown,LAR,RB,Knee,Out
2017,12,Elijhaa Penny,ARI,RB,Knee,Questionable
