Season,Week,Player,Team,Position,Injuries,Game Status
2009,10,Fred Taylor,NWE,RB,Ankle,Out
2009,11,John Kuhn,GNB,RB,Hand,Probable
2009,12,Cedric Benson,CIN,RB,Hip,Questionable
2009,12,Mike Karney,STL,RB,Neck,Questionable
2009,13,Cedric Benson,CIN,RB,Hip,Probable
2009,13,Kolby Smith,KAN,RB,Ankle,Out
2009,13,Fred Taylor,NWE,RB,Ankle,Doubtful
2009,13,Mike Bell,NOR,RB,"Knee, Neck",Probable
2009,13,Pierre Thomas,NOR,RB,Wrist,Probable
2009,13,Steven Jackson,STL,RB,Back,Questionable
2009,13,Clinton Portis,WAS,RB,Concussion,Out
2009,14,Tim Hightower,ARI,RB,Thumb,Probable
2009,14,Dan Kreider,ARI,RB,Thigh,Probable
2009,14,Lawrence Vickers,CLE,RB,Hamstring,Questionable
2009,14,Maurice Jones-Drew,JAX,RB,Knee,Probable
2009,14,Mike Sellers,WAS,RB,Thigh,Out
2009,16,Donald Brown,IND,RB,Chest,Probable
2009,17,Dan Kreider,ARI,RB,Neck,Questionable
2009,17,Jonathan Stewart,CAR,RB,Achilles,Questionable
2010,2,Tyrell Sutton,CAR,RB,Shoulder,Probable
2010,2,Cedric Benson,CIN,RB,Shoulder,Probable
2010,2,Jahvid Best,DET,RB,Toe,Probable
2010,3,Joseph Addai,IND,RB,Knee,Questionable
2010,4,Clinton Portis,WAS,RB,Wrist,Questionable
2010,5,Rashad Jennings,JAX,RB,Shoulder,Doubtful
2010,6,Maurice Jones-Drew,JAX,RB,Ankle,Probable
2010,6,Chris Ivory,NOR,RB,Knee,Probable
2010,6,Danny Ware,NYG,RB,Groin,Questionable
2010,7,Antone Smith,ATL,RB,Shoulder,Questionable
2010,7,Danny Ware,NYG,RB,Groin,Probable
2010,8,Fred Taylor,NWE,RB,Toe,Out
2010,10,Mike Hart,IND,RB,Ankle,Questionable
2010,11,Joseph Addai,IND,RB,Neck,Questionable
2010,11,Frank Gore,SFO,RB,Foot,Probable
2010,12,Tyrell Sutton,CAR,RB,Ankle,Doubtful
2010,12,Maurice Jones-Drew,JAX,RB,Abdomen,Questionable
2010,14,Spencer Larsen,DEN,RB,Hamstring,Out
2010,15,Arian Foster,HOU,RB,Hip,Probable
2010,15,Adrian Peterson,MIN,RB,"Ankle, Knee",Questionable
2010,16,Peyton Hillis,CLE,RB,Knee,Probable
2010,16,Maurice Morris,DET,RB,Chest,Probable
2010,17,Jahvid Best,DET,RB,Toe,Probable
2011,3,Derrick Ward,HOU,RB,"Shoulder, Ankle",Out
2011,3,Darrel Young,WAS,RB,Hamstring,Questionable
2011,7,Joseph Addai,IND,RB,Hamstring,Questionable
2011,7,Tim Hightower,WAS,RB,Shoulder,Probable
2011,8,Adrian Peterson,MIN,RB,Ankle,Probable
2011,9,Joseph Addai,IND,RB,Knee,Questionable
2011,9,Mark Ingram,NOR,RB,Heel,Out
2011,10,Kendall Hunter,SFO,RB,Ankle,Probable
2011,11,Montario Hardesty,CLE,RB,Calf,Questionable
2011,11,Willis McGahee,DEN,RB,Hamstring,Questionable
2011,11,Ahmad Bradshaw,NYG,RB,Foot,Out
2011,11,Manase Tonga,OAK,RB,Knee,Questionable
2011,12,Adrian Peterson,MIN,RB,Ankle,Doubtful
2011,12,LaDainian Tomlinson,NYJ,RB,Knee,Questionable
2011,12,Manase Tonga,OAK,RB,Knee,Questionable
2011,13,Owen Marecic,CLE,RB,Head,Probable
2011,13,Danny Woodhead,NWE,RB,Abdomen,Questionable
2011,14,Cedric Benson,CIN,RB,Foot,Probable
2011,14,Adrian Peterson,MIN,RB,Ankle,Questionable
2011,14,Jonathan Dwyer,PIT,RB,Foot,Out
2011,15,Chris Pressley,CIN,RB,Knee,Questionable
2011,15,Spencer Larsen,DEN,RB,Hamstring,Probable
2011,15,Bruce Miller,SFO,RB,Knee,Questionable
2011,16,Montario Hardesty,CLE,RB,Calf,Questionable
2011,16,Danny Ware,NYG,RB,Knee,Questionable
2011,16,Taiwan Jones,OAK,RB,Hamstring,Questionable
2011,16,Mike Sellers,WAS,RB,Elbow,Probable
2011,17,Jackie Battle,KAN,RB,Foot,Out
2012,1,Shane Vereen,NWE,RB,Foot,Out
2012,2,Bernard Scott,CIN,RB,Hand,Questionable
2012,2,Arian Foster,HOU,RB,"Illness, Back",Probable
2012,3,Chris Wells,ARI,RB,Knee,Probable
2012,3,Ryan Williams,ARI,RB,Knee,Probable
2012,3,Fred Jackson,BUF,RB,Knee,Out
2012,3,Steven Jackson,STL,RB,Groin,Questionable
2012,4,Willis McGahee,DEN,RB,Ribs,Probable
2012,4,Reggie Bush,MIA,RB,Knee,Questionable
2012,4,John Conner,NYJ,RB,Knee,Questionable
2012,4,Evan Royster,WAS,RB,Knee,Probable
2012,5,Lousaka Polite,ATL,RB,Hamstring,Questionable
2012,5,Mewelde Moore,IND,RB,Ankle,Questionable
2012,6,Shaun Draughn,KAN,RB,Ankle,Probable
2012,7,Brandon Bolden,NWE,RB,Knee,Out
2012,8,Daniel Thomas,MIA,RB,Concussion,Probable
2012,9,Brian Leonard,CIN,RB,Ribs,Probable
2012,9,Ahmad Bradshaw,NYG,RB,Foot,Questionable
2012,10,Felix Jones,DAL,RB,Knee,Probable
2012,11,Michael Turner,ATL,RB,Groin,Questionable
2012,11,Alex Green,GNB,RB,Knee,Probable
2012,11,Frank Gore,SFO,RB,"Ribs, Wrist",Probable
2012,12,LaRod Stephens-Howling,ARI,RB,Ribs,Questionable
2012,12,C.J. Spiller,BUF,RB,Shoulder,Probable
2012,13,Cedric Peerman,CIN,RB,Neck,Probable
2012,13,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,13,Jamie Harper,TEN,RB,Ankle,Questionable
2012,14,C.J. Spiller,BUF,RB,Shoulder,Probable
2012,15,Vonta Leach,BAL,RB,Ankle,Questionable
2012,15,Fred Jackson,BUF,RB,Knee,Out
2012,15,Justin Forsett,HOU,RB,Knee,Probable
2012,15,Ben Tate,HOU,RB,"Hamstring, Foot",Probable
2012,16,Stanley Havili,PHI,RB,Hamstring,Out
2013,2,Chris Ivory,NYJ,RB,Thumb,Probable
2013,4,Rashard Mendenhall,ARI,RB,Toe,Probable
2013,4,C.J. Anderson,DEN,RB,Knee,Probable
2013,6,James Starks,GNB,RB,Knee,Out
2013,7,Brandon Jacobs,NYG,RB,Hamstring,Questionable
2013,7,Bilal Powell,NYJ,RB,Neck,Probable
2013,8,Fred Jackson,BUF,RB,Knee,Probable
2013,8,DeMarco Murray,DAL,RB,Knee,Questionable
2013,8,Frank Gore,SFO,RB,Ankle,Probable
2013,9,Jason Snelling,ATL,RB,Ankle,Probable
2013,9,Fred Jackson,BUF,RB,Knee,Probable
2013,9,Daryl Richardson,STL,RB,Foot,Questionable
2013,9,Benny Cunningham,STL,RB,Ankle,Questionable
2013,11,Frank Gore,SFO,RB,Ankle,Probable
2013,12,Darren Sproles,NOR,RB,"Knee, Ankle",Questionable
2013,13,DeAngelo Williams,CAR,RB,Thigh,Questionable
2013,13,Jonathan Stewart,CAR,RB,Ankle,Questionable
2013,13,Matt Forte,CHI,RB,Knee,Probable
2013,13,Willis McGahee,CLE,RB,Knee,Probable
2013,13,Justin Forsett,JAX,RB,Foot,Out
2013,13,Brandon Jacobs,NYG,RB,Knee,Out
2013,14,Andre Ellington,ARI,RB,Knee,Probable
2013,14,Le'Veon Bell,PIT,RB,Concussion,Probable
2013,15,Eddie Lacy,GNB,RB,Ankle,Probable
2013,15,Jordan Todman,JAX,RB,Shoulder,Probable
2013,16,Donald Brown,IND,RB,Neck,Probable
2013,16,Maurice Jones-Drew,JAX,RB,Hamstring,Questionable
2013,16,Travaris Cadet,NOR,RB,Not Injury Related,Probable
2013,17,Ray Rice,BAL,RB,Thigh,Questionable
2013,17,Eddie Lacy,GNB,RB,Ankle,Probable
2013,17,Toby Gerhart,MIN,RB,Hamstring,Out
2013,17,Jerome Felton,MIN,RB,Knee,Probable
2014,1,Tony Fiammetta,CHI,RB,Hamstring,Questionable
2014,1,Rex Burkhead,CIN,RB,Knee,Out
2014,2,Reggie Bush,DET,RB,Knee,Probable
2014,2,Maurice Jones-Drew,OAK,RB,Hand,Questionable
2014,3,Andre Ellington,ARI,RB,Foot,Probable
2014,3,Knowshon Moreno,MIA,RB,Elbow,Out
2014,4,Montell Owens,DET,RB,Hamstring,Questionable
2014,4,Chris Johnson,NYJ,RB,Ankle,Probable
2014,6,Jonathan Stewart,CAR,RB,Knee,Questionable
2014,6,Storm Johnson,JAX,RB,Ankle,Probable
2014,6,Jerick McKinnon,MIN,RB,Ankle,Probable
2014,8,Juwan Thompson,DEN,RB,Knee,Probable
2014,8,Pierre Thomas,NOR,RB,"Rib, Shoulder",Out
2014,8,Shonn Greene,TEN,RB,Hamstring,Probable
2014,10,Fred Jackson,BUF,RB,Groin,Questionable
2014,10,Frank Gore,SFO,RB,Hip,Probable
2014,11,Peyton Hillis,NYG,RB,Concussion,Out
2014,12,Doug Martin,TAM,RB,Ankle,Questionable
2014,13,Latavius Murray,OAK,RB,Concussion,Out
2014,13,Bruce Miller,SFO,RB,Shoulder,Probable
2014,13,Dexter McCluster,TEN,RB,Concussion,Probable
2014,13,Silas Redd,WAS,RB,Rib,Questionable
2014,14,Bobby Rainey,TAM,RB,Ankle,Questionable
2014,15,C.J. Anderson,DEN,RB,Ankle,Probable
2014,15,Denard Robinson,JAX,RB,Foot,Out
2014,16,DeMarco Murray,DAL,RB,Hand,Questionable
2014,16,Daniel Thomas,MIA,RB,Knee,Doubtful
2014,16,Matt Asiata,MIN,RB,Foot,Probable
2014,17,Toby Gerhart,JAX,RB,Ribs,Probable
2014,17,Chris Ivory,NYJ,RB,Hamstring,Probable
2015,2,Robert Turbin,CLE,RB,Ankle,Out
2015,2,Chase Reynolds,STL,RB,Knee,Out
2015,3,Jonathan Grimes,HOU,RB,Knee,Questionable
2015,4,Tyler Varga,IND,RB,Concussion,Out
2015,4,Chase Reynolds,STL,RB,Knee,Doubtful
2015,5,Karlos Williams,BUF,RB,Concussion,Out
2015,5,Jeremy Hill,CIN,RB,Knee,Probable
2015,7,Karlos Williams,BUF,RB,Concussion,Out
2015,7,Joique Bell,DET,RB,Ankle,Probable
2015,7,Adrian Peterson,MIN,RB,Finger,Probable
2015,7,Melvin Gordon,SDG,RB,Ankle,Questionable
2015,7,Carlos Hyde,SFO,RB,Foot,Questionable
2015,8,Jay Prosch,HOU,RB,Knee,Probable
2015,9,C.J. Anderson,DEN,RB,Ankle,Probable
2015,9,Tre Mason,STL,RB,Ankle,Questionable
2015,12,Ka'Deem Carey,CHI,RB,Concussion,Out
2015,14,T.J. Yeldon,JAX,RB,Groin,Probable
2015,15,Chris Thompson,WAS,RB,Shoulder,Questionable
2015,16,Jonathan Stewart,CAR,RB,Foot,Out
2015,16,Isaiah Crowell,CLE,RB,Not Injury Related,Probable
2015,16,Spencer Ware,KAN,RB,Rib,Probable
2015,16,Matt Jones,WAS,RB,Hip,Questionable
2016,1,Jamaal Charles,KAN,RB,Knee,Doubtful
2016,2,Chris Ivory,JAX,RB,Not Injury Related,Out
2016,2,Taiwan Jones,OAK,RB,Concussion,Questionable
2016,2,Roosevelt Nix,PIT,RB,Back,Out
2016,5,Jeremy Langford,CHI,RB,Ankle,Doubtful
2016,7,Jerome Felton,BUF,RB,Back,Questionable
2016,7,James Starks,GNB,RB,Knee,Out
2016,8,Tevin Coleman,ATL,RB,Hamstring,Out
2016,11,Travaris Cadet,NOR,RB,Toe,Questionable
2016,13,DeAngelo Williams,PIT,RB,Knee,Out
2016,14,Benny Cunningham,LAR,RB,Neck,Doubtful
2016,16,C.J. Prosise,SEA,RB,Shoulder,Out
2017,3,Terron Ward,ATL,RB,"Neck, Shoulder",Out
2017,4,Orleans Darkwa,NYG,RB,Back,Questionable
2017,6,Terrance West,BAL,RB,Calf,Out
2017,6,Rex Burkhead,NWE,RB,Ribs,Questionable
2017,6,Jamize Olawale,OAK,RB,Concussion,Out
2017,10,Jeremy Hill,CIN,RB,Ankle,Out
2017,11,Aaron Jones,GNB,RB,Knee,Out
2017,13,Senorise Perry,MIA,RB,Concussion,Questionable
2017,15,Leonard Fournette,JAX,RB,Quadricep,Questionable
2017,16,Rex Burkhead,NWE,RB,Knee,Out
2017,17,Kerwynn Williams,ARI,RB,"Quadricep, Ribs, Back",Questionable
2018,4,Alfred Morris,SFO,RB,Knee,Questionable
2018,5,Lamar Miller,HOU,RB,Chest,Questionable
2018,6,Devonta Freeman,ATL,RB,"Foot, Groin",Out
2018,7,Isaiah Crowell,NYJ,RB,Foot,Questionable
2018,9,Kapri Bibbs,WAS,RB,Shoulder,Questionable
2018,10,Darren Sproles,PHI,RB,Hamstring,Out
2018,11,Ronald Jones,TAM,RB,Hamstring,Out
2018,12,Alex Collins,BAL,RB,Foot,Questionable
2018,12,Samaje Perine,WAS,RB,Calf,Questionable
2018,13,C.J. Prosise,SEA,RB,Abdomen,Out
2018,17,Justin Davis,LAR,RB,Shoulder,Questionable
2019,3,Devin Singletary,BUF,RB,Hamstring,Out
2019,3,Trenton Cannon,NYJ,RB,"Ankle, Hamstring",Questionable
2019,3,Roosevelt Nix,PIT,RB,Knee,Out
2019,4,Damien Williams,KAN,RB,Knee,Out
2019,5,Marlon Mack,IND,RB,Ankle,Questionable
2019,5,Rex Burkhead,NWE,RB,Foot,Out
2019,5,Tevin Coleman,SFO,RB,Ankle,Questionable
2019,6,Alvin Kamara,NOR,RB,Ankle,Questionable
2019,7,Malcolm Brown,LAR,RB,Ankle,Doubtful
2019,8,Nick Bawden,DET,RB,Foot,Questionable
2019,8,Rex Burkhead,NWE,RB,Foot,Questionable
2019,8,Kyle Juszczyk,SFO,RB,Knee,Out
2019,9,Tra Carson,DET,RB,Hamstring,Questionable
2019,9,Roosevelt Nix,PIT,RB,Knee,Questionable
2019,10,Justin Jackson,LAC,RB,Calf,Doubtful
2019,11,David Montgomery,CHI,RB,Ankle,Questionable
2019,11,Le'Veon Bell,NYJ,RB,"Illness, Ribs Knee",Questionable
2019,12,James Conner,PIT,RB,Shoulder,Out
2019,14,Le'Veon Bell,NYJ,RB,Illness,Out
2019,15,Rashaad Penny,SEA,RB,Knee,Out
2019,16,Justin Jackson,LAC,RB,Hamstring,Questionable
2019,17,Alexander Mattison,MIN,RB,Ankle,Questionable
2020,5,Joe Mixon,CIN,RB,Shin,Questionable
2020,5,Leonard Fournette,TAM,RB,Ankle,Doubtful
2020,7,Derek Watt,PIT,RB,Hamstring,Out
2020,9,Taiwan Jones,BUF,RB,Hamstring,Out
2020,9,Matt Breida,MIA,RB,Hamstring,Out
2020,10,Kenyan Drake,ARI,RB,Ankle,Questionable
2020,10,Matt Breida,MIA,RB,Hamstring,Questionable
2020,10,Dwayne Washington,NOR,RB,Back,Questionable
2020,11,Travis Homer,SEA,RB,"Knee, Thumb",Doubtful
2020,12,Rex Burkhead,NWE,RB,Knee,Out
2020,13,C.J. Prosise,HOU,RB,Illness,Out
2020,13,Alexander Mattison,MIN,RB,Illness,Out
2020,14,Josh Jacobs,LVR,RB,Ankle,Questionable
2020,14,J.J. Taylor,NWE,RB,Quadricep,Questionable
2020,15,Melvin Gordon,DEN,RB,Shoulder,Questionable
2020,15,Duke Johnson,HOU,RB,Neck,Questionable
2020,17,DeeJay Dallas,SEA,RB,Ankle,Out
2021,1,Austin Ekeler,LAC,RB,Hamstring,Questionable
2021,3,Boston Scott,PHI,RB,Illness,Questionable
2021,3,Elijah Mitchell,SFO,RB,Shoulder,Doubtful
2021,5,Joe Mixon,CIN,RB,Ankle,Questionable
2021,5,Jamaal Williams,DET,RB,Hip,Questionable
2021,6,Melvin Gordon,DEN,RB,Hip,Questionable
2021,8,Darrynton Evans,TEN,RB,Knee,Out
2021,9,Tevin Coleman,NYJ,RB,Hamstring,Out
2021,9,Khari Blasingame,TEN,FB,Knee,Out
2021,10,Jonathan Ward,ARI,RB,Concussion,Out
2021,10,Damien Harris,NWE,RB,Concussion,Questionable
2021,12,Kareem Hunt,CLE,RB,Calf,Questionable
2021,12,Damien Harris,NWE,RB,Neck,Questionable
2021,12,Rashaad Penny,SEA,RB,Hamstring,Out
2021,13,Jordan Howard,PHI,RB,Knee,Out
2021,17,Miles Sanders,PHI,RB,Hand,Out
2021,17,Jordan Howard,PHI,RB,Stinger,Questionable
2022,3,Tyrion Davis-Price,SFO,RB,Ankle,Out
2022,5,Jonathan Taylor,IND,RB,Ankle,Out
2022,8,Gus Edwards,BAL,RB,Knee,Questionable
2022,9,Tory Carter,TEN,FB,Neck,Out
2022,10,Mark Ingram,NOR,RB,Knee,Out
2022,12,Alvin Kamara,NOR,RB,Illness,Questionable
2022,13,Joe Mixon,CIN,RB,Concussion,Questionable
2022,13,Darrell Henderson,JAX,RB,Illness,Questionable
2022,13,Travis Etienne,JAX,RB,Foot,Questionable
2022,16,Dwayne Washington,NOR,RB,Illness,Out
2023,2,Breece Hall,NYJ,RB,Knee,Questionable
2023,2,Kenneth Gainwell,PHI,RB,Ribs,Out
2023,3,Isiah Pacheco,KAN,RB,Hamstring,Questionable
2023,3,Austin Ekeler,LAC,RB,Ankle,Out
2023,3,Salvon Ahmed,MIA,RB,Groin,Doubtful
2023,4,David Montgomery,DET,RB,Thigh,Questionable
2023,6,Saquon Barkley,NYG,RB,Ankle,Questionable
2023,7,Kyren Williams,LAR,RB,Ankle,Out
2023,8,Kene Nwangwu,MIN,RB,Illness,Out
2023,9,Jashaun Corbin,NYG,RB,Hamstring,Questionable
2023,11,Alex Armah,WAS,FB,Hamstring,Out
2023,12,A.J. Dillon,GNB,RB,Groin,Questionable
2023,12,Antonio Gibson,WAS,RB,Toe,Questionable
2023,18,Kyren Williams,LAR,RB,Coach's decision,Doubtful
2023,18,Alvin Kamara,NOR,RB,Ankle,Questionable
2024,2,Raheem Mostert,MIA,RB,Chest,Out
2024,8,Bucky Irving,TAM,RB,Toe,Questionable
2024,10,Gus Edwards,LAC,RB,Ankle,Questionable
2024,11,Jaylen Warren,PIT,RB,Back,Questionable
2024,12,Alec Ingold,MIA,FB,Calf,Questionable
2024,13,Emari Demercado,ARI,RB,Back,Questionable
2024,14,Breece Hall,NYJ,RB,Knee,Doubtful
2024,17,James Conner,ARI,RB,Knee,Questionable
2024,17,Chuba Hubbard,CAR,RB,Knee,Questionable
2024,18,Justice Hill,BAL,RB,"Concussion, Illness",Out
2024,18,Tyler Badie,DEN,RB,Back,Questionable
2004,15,Maurice Hicks,SFO,RB,Ribs,Probable
2005,17,LaMont Jordan,OAK,RB,Toe,Doubtful
2005,16,Travis Henry,TEN,RB,Ankle,Questionable
2006,12,Kyle Johnson,DEN,RB,Ankle,Probable
2007,15,Andre Hall,DEN,RB,"Ankle, Thumb",Probable
2008,16,Chris Perry,CIN,RB,Groin,Probable
2008,16,Marion Barber,DAL,RB,Toe,Questionable
2008,10,Ryan Torain,DEN,RB,Elbow,Probable
2008,12,Rudi Johnson,DET,RB,Knee,Probable
2008,10,Najeh Davenport,PIT,RB,Hamstring,Questionable
2010,6,Andre Brown,CAR,RB,Illness,Probable
2008,13,Peyton Hillis,DEN,RB,Shoulder,Probable
2008,14,Brandon Jackson,GNB,RB,Quadricep,Probable
2008,12,LenDale White,TEN,RB,Calf,Probable
2011,10,Tashard Choice,BUF,RB,Hamstring,Questionable
2008,14,Jason McKie,CHI,RB,Quadricep,Doubtful
2008,12,Mike Karney,NOR,RB,Knee,Out
2008,13,Selvin Young,DEN,RB,Groin,Questionable
2008,12,Selvin Young,DEN,RB,Groin,Doubtful
2009,8,Adrian Peterson,MIN,RB,Knee,Probable
2009,7,Adrian Peterson,MIN,RB,Knee,Doubtful
2008,10,Selvin Young,DEN,RB,Groin,Questionable
2013,17,Peyton Hillis,TAM,RB,Concussion,Probable
2015,10,Isaiah Pead,STL,RB,Knee,Probable
2017,2,Brian Hill,CIN,RB,Ankle,Questionable
2017,17,Danny Vitale,CLE,RB,Groin,Out
2024,15,Trey Benson,ARI,RB,Ankle,Out
2024,16,Justice Hill,BAL,RB,Concussion,Out
2024,12,Jaleel McLaughlin,DEN,RB,Knee,Questionable
2001,11,James Stewart,DET,RB,Ankle,Questionable
2009,1,Cedric Peerman,CLE,RB,Thigh,Doubtful
2009,1,Knowshon Moreno,DEN,RB,Knee,Questionable
2009,2,Brian Leonard,CIN,RB,Chest,Probable
2009,3,Cedric Benson,CIN,RB,Ankle,Probable
2009,3,Pierre Thomas,NOR,RB,Knee,Probable
2009,3,Clifton Smith,TAM,RB,Quadricep,Probable
2009,4,Clifton Smith,TAM,RB,Quadricep,Probable
2009,5,Mike Goodson,CAR,RB,Concussion,Out
2009,5,Derrick Ward,TAM,RB,Knee,Probable
2009,7,Darren McFadden,OAK,RB,Knee,Out
2009,8,Adrian Peterson,CHI,RB,Knee,Probable
2009,8,Ricky Williams,MIA,RB,Thumb,Probable
2009,10,Javon Ringer,TEN,RB,Back,Questionable
2009,11,Brad Hoover,CAR,RB,Ankle,Doubtful
2009,11,Jerome Felton,DET,RB,Ankle,Probable
2009,12,Naufahu Tahi,MIN,RB,Ankle,Probable
2009,13,Donald Brown,IND,RB,Chest,Out
2009,14,Jonathan Stewart,CAR,RB,Achilles,Probable
2009,14,Mike Karney,STL,RB,Neck,Questionable
2009,15,Vonta Leach,HOU,RB,Illness,Probable
2009,15,Steven Jackson,STL,RB,Illness,Questionable
2009,16,Rashard Mendenhall,PIT,RB,Hip,Probable
2009,17,Tyrell Sutton,CAR,RB,Calf,Doubtful
2010,1,Jason Wright,ARI,RB,Toe,Questionable
2010,2,Vonta Leach,HOU,RB,Neck,Probable
2010,2,Michael Bush,OAK,RB,Thumb,Questionable
2010,3,Deji Karim,JAX,RB,Thumb,Questionable
2010,3,Ryan Mathews,SDG,RB,Ankle,Doubtful
2010,5,Peyton Hillis,CLE,RB,Thigh,Questionable
2010,5,Joseph Addai,IND,RB,Knee,Questionable
2010,6,Spencer Larsen,DEN,RB,Ankle,Questionable
2010,7,Peyton Hillis,CLE,RB,Thigh,Probable
2010,8,Donald Brown,IND,RB,Hamstring,Questionable
2010,9,Fred Taylor,NWE,RB,Toe,Out
2010,12,Jahvid Best,DET,RB,Toe,Probable
2010,12,Chris Ivory,NOR,RB,"Shoulder, Knee",Probable
2010,13,Tyrell Sutton,CAR,RB,Ankle,Questionable
2010,14,Jahvid Best,DET,RB,Toe,Probable
2010,16,Greg Jones,JAX,RB,Back,Probable
2010,17,Maurice Jones-Drew,JAX,RB,Knee,Out
2010,17,Adrian Peterson,MIN,RB,Knee,Probable
2010,17,Jacob Hester,SDG,RB,Knee,Doubtful
2010,17,Brian Westbrook,SFO,RB,Not Injury Related,Probable
2011,1,Bernard Scott,CIN,RB,Hamstring,Probable
2011,2,John Conner,NYJ,RB,Ankle,Probable
2011,3,Alex Green,GNB,RB,Achilles,Probable
2011,4,Peyton Hillis,CLE,RB,Illness,Probable
2011,5,Mike Goodson,CAR,RB,Illness,Probable
2011,5,Marcel Reece,OAK,RB,Ankle,Questionable
2011,6,Tony Fiammetta,DAL,RB,Hamstring,Out
2011,6,Henry Hynoski,NYG,RB,Neck,Out
2011,7,Reggie Bush,MIA,RB,Groin,Probable
2011,7,Joe McKnight,NYJ,RB,Knee,Probable
2011,7,Rock Cartwright,OAK,RB,Calf,Questionable
2011,8,Anthony Allen,BAL,RB,Thigh,Out
2011,8,Felix Jones,DAL,RB,Ankle,Out
2011,8,Joseph Addai,IND,RB,Hamstring,Questionable
2011,9,Anthony Sherman,ARI,RB,Ankle,Out
2011,10,Felix Jones,DAL,RB,Ankle,Out
2011,10,Brock Bolen,JAX,RB,Calf,Out
2011,12,Chris Wells,ARI,RB,Knee,Probable
2011,13,Joseph Addai,IND,RB,Hamstring,Questionable
2011,13,Greg Jones,JAX,RB,Not Injury Related,Probable
2011,13,Darren McFadden,OAK,RB,Foot,Out
2011,14,James Starks,GNB,RB,"Knee, Ankle",Out
2011,15,Taiwan Jones,OAK,RB,Hamstring,Questionable
2011,17,Felix Jones,DAL,RB,Hamstring,Questionable
2011,17,Joe McKnight,NYJ,RB,"Shoulder, Elbow",Probable
2011,17,Roy Helu,WAS,RB,"Toe, Knee",Questionable
2012,1,LaRod Stephens-Howling,ARI,RB,Groin,Probable
2012,1,Jonathan Stewart,CAR,RB,Ankle,Questionable
2012,1,Ben Tate,HOU,RB,Head,Probable
2012,2,John Conner,NYJ,RB,Knee,Questionable
2012,2,Rashard Mendenhall,PIT,RB,Knee,Doubtful
2012,4,Trent Richardson,CLE,RB,Knee,Probable
2012,5,LaRod Stephens-Howling,ARI,RB,Hip,Questionable
2012,5,Brandon Bolden,NWE,RB,Knee,Questionable
2012,5,Steven Jackson,STL,RB,Groin,Questionable
2012,6,Lance Ball,DEN,RB,Ankle,Probable
2012,7,Ben Tate,HOU,RB,Toe,Probable
2012,7,Darren McFadden,OAK,RB,Shoulder,Probable
2012,8,Antone Smith,ATL,RB,Hamstring,Probable
2012,10,Willis McGahee,DEN,RB,Knee,Probable
2012,10,James Casey,HOU,RB,Illness,Probable
2012,10,Brandon Bolden,NWE,RB,Knee,Out
2012,10,Mike Goodson,OAK,RB,Ankle,Out
2012,11,Ryan Mathews,SDG,RB,Neck,Questionable
2012,12,John Kuhn,GNB,RB,Hamstring,Probable
2012,12,LeSean McCoy,PHI,RB,Concussion,Out
2012,13,Mike Goodson,OAK,RB,Ankle,Questionable
2012,15,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,15,Greg Jones,JAX,RB,Thigh,Probable
2012,15,Joe McKnight,NYJ,RB,Ankle,Probable
2012,16,Chris Gronkowski,DEN,RB,Hamstring,Questionable
2012,16,LeSean McCoy,PHI,RB,Concussion,Probable
2012,17,Jonathan Stewart,CAR,RB,Ankle,Questionable
2012,17,Matt Forte,CHI,RB,Ankle,Probable
2013,1,Rashard Mendenhall,ARI,RB,Knee,Probable
2013,1,Lance Dunbar,DAL,RB,Foot,Out
2013,1,C.J. Anderson,DEN,RB,Knee,Out
2013,4,Maurice Jones-Drew,JAX,RB,Ankle,Probable
2013,4,Mark Ingram,NOR,RB,Toe,Questionable
2013,5,Stanley Havili,IND,RB,Ankle,Out
2013,5,Chris Ivory,NYJ,RB,Hamstring,Probable
2013,5,Spencer Ware,SEA,RB,Ankle,Out
2013,5,Bruce Miller,SFO,RB,Quadricep,Questionable
2013,6,Ryan Mathews,SDG,RB,Concussion,Probable
2013,7,Greg Jones,HOU,RB,"Ankle, Illness",Probable
2013,9,DeMarco Murray,DAL,RB,Knee,Probable
2013,9,Doug Martin,TAM,RB,Shoulder,Out
2013,11,Montell Owens,DET,RB,Knee,Out
2013,11,Evan Royster,WAS,RB,Back,Probable
2013,12,Daniel Thomas,MIA,RB,Ribs,Probable
2013,12,Shane Vereen,NWE,RB,Wrist,Probable
2013,12,Darrel Young,WAS,RB,Hamstring,Questionable
2013,13,Andre Ellington,ARI,RB,Knee,Questionable
2013,13,Zac Stacy,STL,RB,Concussion,Probable
2013,15,Andre Ellington,ARI,RB,Knee,Probable
2013,16,Daniel Thomas,MIA,RB,Ankle,Questionable
2013,16,Jeremy Stewart,OAK,RB,"Ankle, Knee",Out
2013,17,Peyton Hillis,NYG,RB,Concussion,Probable
2013,17,Jeremy Stewart,OAK,RB,"Ankle, Knee",Probable
2014,2,Toby Gerhart,JAX,RB,Ankle,Probable
2014,3,Toby Gerhart,JAX,RB,Foot,Probable
2014,3,Storm Johnson,JAX,RB,Ankle,Probable
2014,3,Jamaal Charles,KAN,RB,Ankle,Questionable
2014,3,Darrel Young,WAS,RB,Neck,Probable
2014,4,Arian Foster,HOU,RB,Hamstring,Questionable
2014,5,Will Ta'ufo'ou,JAX,RB,Ankle,Probable
